customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
20709497,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.77,1534.63,Yes
41244663,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.09,421.56,Yes
23556182,Male,1,No,No,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.29,3715.96,No
61019678,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,73.77,5163.9,No
47308985,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),21.83,261.96,No
70855700,Female,1,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.61,1455.37,Yes
95320121,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),97.81,97.81,No
58966946,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,119.23,1645.37,No
31831063,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,36.0,No
59684848,Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.86,343.44,No
57683626,Male,0,Yes,No,65,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),18.0,1188.0,No
38119557,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.73,3763.67,No
99949389,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,53.37,2668.5,No
45833156,Male,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,85.02,5101.2,No
96977837,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,82.93,4312.36,No
19583482,Female,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,72.49,3479.52,No
91756179,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.31,2184.83,No
95225343,Male,1,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.86,5240.2,No
32969840,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),98.16,5889.6,No
81691040,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.02,2340.6,No
42857966,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.72,2530.44,No
31931511,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.34,1560.12,Yes
72043515,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.93,5038.7,No
60929647,Male,1,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.47,1442.22,No
46231783,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,93.32,3919.44,Yes
95899313,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.93,5757.31,Yes
84752529,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.59,3657.53,No
39476249,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.61,3879.72,No
53524491,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),65.79,394.74,No
17507864,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),81.77,821.79,Yes
40742311,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.46,3057.48,No
14308421,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72.05,864.6,No
52339391,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,29.86,1373.56,No
63843426,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.55,5612.95,No
45935572,Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.67,7320.24,No
18883684,Female,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.68,4578.84,No
38317637,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.56,5903.64,No
86125617,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,88.03,3785.29,No
52235350,Male,1,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.28,2956.8,No
38538251,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.26,3110.54,No
97971488,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,18.0,194.4,No
77005685,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,18.87,660.45,No
63100814,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.56,1116.88,No
96282117,Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.07,5765.04,Yes
71586053,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,74.0,1554.0,No
29175900,Female,0,Yes,Yes,36,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),72.18,2670.66,Yes
45551614,Female,1,Yes,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,67.86,1900.08,Yes
28740864,Female,1,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.38,3489.96,No
43101783,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.74,1682.22,No
85345555,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,28.7,797.86,No
82340307,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,31.48,1322.16,No
45264581,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.21,2716.33,Yes
88461803,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,27.56,1681.16,No
67503414,Male,0,No,No,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.92,888.36,No
88320463,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.78,3397.9,No
63606628,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.68,3762.16,No
58586340,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.21,3910.87,Yes
39436733,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.22,1519.92,Yes
28566572,Male,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,49.3,1380.4,No
78387461,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),126.91,1269.1,No
76238574,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.03,1265.69,Yes
22201654,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.39,186.95,No
16323852,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.35,355.83,No
24716857,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.92,2212.06,No
30514014,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),44.31,2082.57,No
94214382,Female,1,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.04,1989.12,No
31472420,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,108.0,1404.0,No
66661351,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.39,759.75,Yes
90048665,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.65,571.55,Yes
18526544,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,99.64,6576.24,No
61642594,Female,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),83.52,4844.16,Yes
61220073,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.04,6668.64,No
89978790,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.12,3104.63,No
72820592,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.08,98.16,Yes
81016525,Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),123.88,4707.44,No
43744231,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.6,1202.68,No
84252722,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,138.53,3712.6,Yes
11540956,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,18.0,270.0,No
25374874,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,141.71,1707.61,No
82070937,Male,1,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.91,4124.13,No
45812670,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.11,4794.27,Yes
96028436,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),42.34,2032.32,No
55657579,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.24,5626.64,No
24972279,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),105.94,4661.36,Yes
49392920,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,936.0,Yes
68353204,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.1,5400.2,No
31227574,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,50.61,101.22,No
70897765,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,87.33,6200.43,No
10435578,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,39.09,1211.79,No
45351479,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,108.14,7894.22,No
77187530,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,67.6,4870.58,No
33978249,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.49,3052.17,No
78139880,Female,1,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.99,494.95,No
24282218,Male,1,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.97,4584.21,Yes
93926371,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.93,474.44,No
50056581,Female,0,No,No,22,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.99,2046.77,No
95758349,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.13,3020.85,Yes
78137358,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.7,2043.9,Yes
91734598,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.05,3294.99,No
36697396,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1062.9,No
30513739,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.76,2870.4,Yes
60185867,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.05,936.9,No
31682744,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.0,4029.0,Yes
82394227,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.92,4207.57,Yes
81182864,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),54.21,1246.83,No
10076758,Female,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,134.0,4824.0,No
90388981,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,60.63,2303.94,No
53507489,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,72.4,5212.8,Yes
75579548,Female,0,No,No,55,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),126.35,7075.6,No
12614124,Male,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),39.75,1550.25,No
25014631,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.2,6568.8,No
58718453,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,47.58,1332.24,Yes
51273847,Female,1,No,Yes,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),63.07,1324.47,Yes
42138745,Male,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.89,5077.18,No
17774584,Female,1,No,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,104.39,2400.97,No
